es_term,en_term
alcool,Pentanols
pentil,Pentanols
amílicos,Pentanols
butanol,Butanol
butanoles,Butanol
hexanol,Hexanol
hexanoles,Hexanol
octanol,Octyl alcohol
octanoles,Octanol
alcuronio,alcuronium
aldehído,Aldehyde
(nad+),EC
(nad^+^),EC
oxidorreductasa,Oxidoreductase
aldehído-liasas,Aldolase
aldehídos,Aldehyde
aurignac,Alderney
alderney,Alderney
aldicarb,Aldicarb
aldosa,Aldose
aldosterona,Aldosterone
antagonista,ALDOSTERONE
aldrin,Aldrin
aldrín,Aldrin
aldrina,Aldrin
aleutiana,Aleutian
alexia,Alexia
dislexia,Dyslexia
alexitimia,Alexithymia
mielga,Spiny dogfish
alfalfa,Alfalfa
alfentanil,alfentanil
alfentanilo,alfentanil
algas,Alga
feoficeas,Phaeophyta
phaeophyta,Phaeophyta
phaeophyceae,Phaeophyta
clorófitas,Chlorophyta
chlorophyta,Chlorophyta
rodofitas,red algae
rhodophyta,red algae
rodoficeas,red algae
floración,Flos
algácea,Algal
algeria,Algeria
argelia,Algeria
acetofenida,Algestone
alfasona,algestone
algestona,algestone
dihidroxiprogesterona,algestone
alginatos,Alginates
algor,Algor
mortis,Algor
frialdad,Coldness
cadavérica,Algor
algoritmos,algorithm
alifático,Aliphatic
alcadienos,Diolefins
diolefinas,Diolefins
bases,Alkali
álcali,Alkali
alcalina,Alkaline
glicerofosfatasa,AP
alcaloide,alkaloid
alcaloides,Alkaloid
alcalosis,Alkalosis
alcano,alkane
alcanos,alkane
alcaptonuria,AKU
alqueno,alkene
olefina,alkene
alcanosulfonatos,sulfonate
sulfonatos,sulfonate
alquilo,sulfonate
alquilador,Alkylator
alquilantes,Alkylator
alquilante,Alkylator
alquilación,Alkylation
alquilmercuriales,Alkylmercurials
compuestos,Alkylmercurials
alquilmercurio,Alkylmercurials
alquino,alkyne
alquinos,alkyne
atv,All-Terrain Vehicle
vehículo,Vehicle
terreno,All-Terrain
alantoína,allantoin
alantoides,Allantois
membrana,Web
alelo,Allele
alelos,Allele
alelomorfos,Allele
alérgeno,Allergen
granuloma,Granuloma
alérgico,Allergic
hipersensibilidad,Allergic
rinitis,Rhinitis
alérgica,Atopic
alergia,Allergy
especialidad,Specialization
alergología,ALLERGY IMMUNOL
inmunoalergología,ALLERGY IMMUNOL
alergoinmunología,ALLERGY IMMUNOL
aletrina,allethrin
aletrinas,allethrin
técnicos,Allied
salud,Health
profesionales,professional association
paramédicos,EMT
alligator,Alligator
lagarto,Lizard
indias,Alligator
caimanes,Caiman
cocodrilos,Crocodile
allium,Allium
aloantígenos,alloantigen
alobarbital,diallylmal
aloisoleucina,AlloI
allomyces,Allomyce
alofanato,Allophanate
alopurinol,4-HPP
regulación,Regulated
alostérica,REG
sitio,Site
alostérico,Allosteric
sitios,Allosteric
alostéricos,Allosteric
aloxano,alloxan
aloxana,alloxan
aleaciones,alloy
aleación,alloy
metálica,alloy
alílicos,ALLYL
alilo,ALLYL
alilamina,Allylamine
3-aminopropileno,Allylamine
alilestrenol,allylestrenol
alilglicina,Allylglycine
alilisopropilacetamida,AI3-61022
almitrina,Almitrin
bismesilato,almitrine
aloe,Aloe
zabila,Aloe
alopecia,Bald
areata,pelade
mucinosa,Alopecia
endocrina,Endocrine
nutricional,Nutritional
posfebril,Postfebrile
hipotricosis,Hair thin
posinfecciosa,Postfebrile
postinfecciosa,Postfebrile
posparto,Puerperal
efluvio,Postpartum
telógeno,Postpartum
sifilítica,Syphilitic
traumática,Traction
tracción,Traction
alouatta,Alouatta
alpaca,Alpaca
alpacas,Alpaca
antiquimotripsina,Antichymotrypsin
alfa1,Serpin
alfa1-antiquimotripsina,Serpin A3
alfa-1-antiquimotripsina,Serpin A3
antitripsina,API
1-antitripsina,API
macroglobulina,Macroglobulin
glucoproteínas,Glycoprotein
interferón,IFN
a-cristalina,alpha
fetuína,AFP
alfafetoproteína,AFP
alfafetoglobulina,AFP
alfaglobulina,Alphaglobulin
alfaglobulinas,Alpha Globulin
globulinas,Globulin
alfa-macroglobulinas,45S RNP
macroglobulinas,Macroglobulin
alfa-macrofetoproteínas,45S RNP
partículas,Particulate Matter
radiaciones,Alpha
ritmo,Timing
alfa-amanitina,Alpha-Amanitin
amanitina-alfa,Alpha-Amanitin
amanitina,amanitin
alfa-aminotolueno,alpha-Aminotoluene
amilasa,Amylase
amilasa-alfa,Amylase A
alfa-caseína,alpha Casein
alfa-cgrp,alpha-CGRP
alfa-clorhidrina,3-MCPD
alfa-cristalinas,alpha Crystallin
cristalinas,Crystallin
eflornitina,DFMO
melibiasa,Melibiase
alfa-galactosidasa,Melibiase
alfaglobina,alpha Globin
globina,Globin
alfa-globina,alpha Globin
maltasa,Maltase
maltasas,Maltase
hemocianina,Hemocyanin
hemocianinas,Hemocyanin
lactalbúmina,Lactalbumin
menor,Small
alfa-msh,alpha-MSH
alfa-neurotoxina,Alpha Neurotoxin
neurotoxinas,neurotoxin
alfatalasemia,Alpha trait thalassemia
talasemia,Thalassemia
alfa-talasemia,A-Thalassemia
tropomiosina,Tropomyosin
alfa-tropomiosina,alpha-Tropomyosin
alfaprodina,alphaprodine
alfa-prodina,alphaprodine
alfavirus,Alphavirus
alphavirus,Alphavirus
alprazolam,alprazolam
alprenolol,alprenolol
pge1,PGE1
alprostadil,PGE1
alseroxilon,alseroxylon
alseroxilona,alseroxylon
alternaria,Alternaria
embellisia,Alternaria
fowler,Fowler's
unión,Junction
alternativa,Alternate
alternativo,Alternate
empalme,Alternate
altura,Altitude
altitud,Altitude
soroche,Soroche
alpina,Andes
altruismo,Altruism
elementos,element
secuencias,Alu
repetitivas,Alu
secuencia,ALU
repetitiva,ALU
similar-alu,ALU
alumbre,Aluminum astringent
aluminio,Aluminum
aluminio-27,Al
aspirina,ASA
algeldrato,Algeldrate
alumina,Alumina
hidratada,Algeldrate
hidróxido,Algeldrate
silicato,Silicate
silicatos,Silicate
resorción,Alveolar
alveolar,Alveolar
reabsorción,Alveolar
periodontal,Periodontal
cresta,Comb
apófisis,Bone Tissue
alveolectomía,Alveolectomy
bagazosis,Bagassosis
alveolitis,Alveolitis
neumonitis,pneumonias
alveoloplastia,Alveoloplasty
senil,AD
alzheimer,AD
amanita,Fly agaric
amanitinas,amanitin
amantadina,Amatadine
amapari,Amapari
amaranto,Redleg
ambenonio,Ambenonum
cloruro,Cl
ambestigmina,Oxazyl
ambidiestro,Both
ambidestreza,Ambidextrous
ambidextrismo,Ambidextrous
ambliopía,Lazy eye
tabaco,Tree tobacco
ambroxol,ambroxol
ambulancia,Ambulance
ambulancias,Ambulance
atención,Attention
ambulatoria,Ambulatory
ambulatorios,Ambulatory
ambulatorio,Ambulatory
clínica,Clinic
independiente,Independent
clínicas,Free-Standing
autoestables,Free-Standing
cirugía,SURG
ambystoma,axolotl
amblystoma,axolotl
axolotl,Axolotl
ajolote,Axolotl
mexicanum,Axolotl
ambystomatidae,Ambystomatidae
ambystomidae,Ambystomatidae
mecilinam,mecillinam
pivmecilinam,pivmecillinam
amebiasis,Amebiasis
amebicida,Amebicide
ameboma,Ameboma
ameirus,Ameiurus
amelia,Amelia
ameloblastoma,adamantinoma
ameloblastos,Ameloblast
amelogénesis,Amelogenesis
imperfecta,Amelogenesis
amenorrea,amenia
américa,America
américas,America
continente,Continent
americano,America
american,ACS
cancer,ACS
society,ACS
association,ADA
heart,AMERICAN
amerindia,Amerindian
amerinidia,Amerindian
indios,Amerindian
americanos,Amerindian
medical,AMA
nurses',ANA
americio,Am
mitomicina,MTC
amida,Amide
amidas,Amide
amidina,amidine
amidinas,amidine
transaminidasa,Transamidinase
transamidinasas,Transamidinase
amidinotransferasa,Transamidinase
negro,Black
almidón,starch
amidasas,Amidases
amidohidrolasa,Amidases
amidohidrolasas,Amidases
amidofosforribosiltransferasa,Amidophosphoribosyltransferase
amidotrizoico,Amidotrizoic
amikacina,AMIKA
amicacina,AMIKA
medición,Measure
amilorida,Amilorid
aminacrina,aminacrine
aminoacrina,aminacrine
aminación,Amination
amina,NH2
aminas,NH2
simpatomiméticas,sympathomimetic
aminoácidos,aa
péptido,Peptide
clorometil,AACK
cetonas,Ketones
clorometilcetonas,AACK
isomerasas,EC 5
aminoácido,aa
hiperaminoaciduria,Hyperaminoaciduria
aminoacidopatías,Hyperaminoaciduria
congénitas,Hyperaminoaciduria
racemasas,Racemase
cíclicos,cyclic
diamino,diaminoacid
diaminos,diaminoacid
dibásicos,diaminoacid
dicarboxílico,Dicarboxylic
dicarboxílicos,Dicarboxylic
esencial,Essential
esenciales,essential
azufrado,sulfur
azufrados,sulfur
sulfúricos,sulfur
aminoacil-rnat,ARS
ligasas,ARS
aminoacil-arnt,Aminoacyl-tRNA
sintetasas,ARS
aminoalcohol,aminoalcohol
amino,aminoalcohol
azúcar,Sugar
glicinonitrilo,Glycinonitrile
cianometilamina,Glycinonitrile
aminoacetonitrilo,Glycinonitrile
aminoaciduria,Aminoaciduria
aminoacidurias,Renal
renales,Renal
aminoacridinas,Aminoacridines
bifenilaminas,Biphenylamines
aminobifenilo,Biphenylamines
4-aminobutirato,4-aminobutyrate
aminobutirato,GABA
aminobutíricos,Aminobutyric
aminocaproicos,acid
ciliatina,Ciliatine
aminoetilfosfónico,Ciliatine
2-aminoetilfosfónico,Ciliatine
aminoglutetimida,AG
aminoglucósido,aminoglycoside
aminohipúricos,Aminohippuric
aminohidrolasas,aminohydrolase
aminoimidazol,AIC
carboxamida,AIC
aminoisobutírico,Aminoisobutyric
aminoisobutíricos,Aminoisobutyric
delta,Delta
aminolevulínico,ala
porfobilinógeno,PBG
aminolevulinato,ALA-Dehydrase
5-aminolevulinato,5-Amino Levulinic Acid
aminooxiacético,Aminooxyacetic
peptidasa,Protease
aminopeptidasa,Peptidase a
aminofenoles,Aminophenols
hidroxianilinas,Aminophenols
aminofilina,Aminofilina
aminopropionitrilo,BAPN
beta-aminopropionitrilo,BAPN
aminopterina,APGA
aminopiridina,Aminopyridine
aminopiridinas,Aminopyridine
dipirina,Dipyrine
aminopirina,Dipyrine
n-demetilasa,Aminopyrine
aminoquinolinas,Aminoquinolines
aminorex,Aminorex
aminoxafeno,Aminorex
aminosalicílicos,Aminosalicylic
toluidina,Toluidine
aminotolueno,Toluidine
transaminasas,EC 2.6.1
amiodarona,amiodarone
amitriptilina,Amitriptylin
amitrol,ATA
aminotriazol,ATA
amoníaco,ammonia
amoníaco-liasa,ammonia lyase
amoniacoliasas,ammonia lyase
amonio,Ammonia
amónico,AMMONIUM
ammoterapia,AMMOTHER
postraumática,Posttraumatic
"amnesia,",Posttraumatic
retrógrada,Retrograde
amniocentesis,Amniocentesis
amnios,Amnion
amniótica,Amnion
amnionitis,Amnionitis
amnioscopia,Amnioscopy
amnioscopía,Amnioscopy
streeter,ABS
líquido,Liquid
amniótico,Liquor
amobarbital,amobarbital
amodiaquina,Amodiaquin
ameba,Ameba
amoeba,Ameba
amoxapina,Amoxapin
amoxicilina,AX
aminasa,AMP
deaminasa,Deaminase
anfetamina,speed
anfetaminas,Amphetamines
anfibio,Amphibia
anfibios,Amphibia
veneno,Venom
venenos,Poison
amphiuma,Amphiuma
anfolinas,Ampholines
mezclas,Ampholines
anfólitas,Ampholines
anfólito,Ampholyte
portador,Carrier
anfolito,Ampholyte
anfolitos,Ampholyte
amfotericina,amphotericin
anfotericina,amphotericin
ampicilina,AP
amplificadores,amplifier
electrónicos,amplifier
amprolio,amprolium
amputación,Amputation
miembro,Limb
muñón,Stump
muñones,Stump
intrauterina,Intrauterine
amputado,Amputee
ampirona,Ampyrone
aminoantipirina,Ampyrone
amrinona,Amrinon
m-amsa,AMSA
amsacrina,AMSA
amigdalina,amygdalin
amígdala,Tonsil observable
cuerpo,Amg
amigdalino,Amg
núcleo,Core
pentanol,Pentanol
nitrito,Nitrite
amilo,amyl
amila,amyl
amilcarbinol,Amylcarbinol
amiloide,Amyloid
componente,Component
proteína,Protein
amiloidosis,Amyloidosis
amilopectina,Amioca
amilosa,Amylose
amiotonía,Oppenheim
oppenheim,Oppenheim
ela,ALS
anabasina,Anabasine
neonicotina,Anabasine
umbral,Threshold
anaerobio,Anaerobic
anaerobiosis,Anaerobiosis
anales,Anal
esfínter,Anal
músculo,Muscle structure
estado,State
estimulante,Stimulant
manejo,Managed
epidural,Epidural
anodinos,anodyne
analgésico,anodyne
opioide,opioid
analgésicos,OPIOIDS
opioides,OPIOIDS
antiinflamatorios,ANTIINFLAMM
conversión,conversion
analogo-digital,Analog-Digital
anova,ANOVA
varianza,ANOVA
variancia,ANOVA
estudios,EPIDEMIOL
epidemiológicos,EPIDEMIOL
anafilotoxina,Anaphylatoxin
anafilatoxina,Anaphylatoxin
anafilatoxinas,Anaphylatoxin
anafilaxia,anaphylaxis
anaplasia,Anaplasia
desdiferenciación,Split
anaplasma,Anaplasma
ehrlichieae,Ehrlichieae
ehrlichiaceae,Ehrlichieae
anaplasmataceae,Ehrlichieae
anaplasmosis,tick fever
gallsickness,tick fever
anatomía,Anat
artística,ANAT
comparada,ANAT
regional,Region
veterinaria,MED VET
prehistoria,HIST ANCIENT
historia,HIST
antigua,Antigua
sistema,System
informático,Ancillary
auxiliar,Ancillary
hospitalarios,HOSP
ancrod,ancrod
ancylostoma,Ancylostoma
necator,Necator
americanus,American
uncinaria,Hookworm
americana,American
ancylostomatoidea,Hookworm
superfamilia,Hookworm
ancilostomiasis,Ancylostomosis
anquilostomiasis,Ancylostomosis
andorra,Andorra
aparato,Appliance
andresen,Andresen
antiandrógeno,Antiandrogen
andrógino,Androgen
andrógeno,Androgen
andrógenos,Androgens
esteroide,steroid
anabólico,anabolic
análogos,anabolic
androstadienos,androstadiene
androstano,androstane
androstanos,androstane
androstanoles,Androstanols
hidroxiandrostanos,Androstanols
androstatrienos,Androstatrienes
androstenodioles,Androstenediols
androstenedioles,Androstenediols
androstenodiona,ADD
androstenediona,ADD
androstanediona,ADD
androsteno,androstene
androstenos,androstene
androstenoles,androstenol
hidroxiandrostenos,androstenol
androsterona,Androtine
anécdotas,anecdote
anemia,Anemia
aplásica,Aplastic
mayor,Major
diseritropoyética,CDA
hemolítica,Hemolytica
autoinmune,AHA
hipocrómica,Hypochromic
macrocítica,Macrocytic
megaloblástica,megaloblastic
microangiopática,Microangiopathic
mielopática,anemia;
mieloptísica,anemia;
leucoeritroblastosis,anemia; myelopathic
neonatal,Newborn
perniciosa,Addison
refractaria,RA
areb,RAEB
arem,RAEB
drepanocitemia,SCD
drepanocítica,SCD
sideroblástica,Sideroblastic
esplénica,Anemia
anencéfalo,ANPH
anencefalia,ANPH
anestésicos,Anesthesia
ayudantes,Anesthesia
auxiliares,Anesthesia
asistentes,Anesthesia
recuperación,Anesthesia
postanestésica,Anesthesia
caudal,Caudal
sacra,Sacra
reinhalación,Rebreathing
conducción,Conduction
general,Global
endotraqueal,endotracheal
intratraqueal,endotracheal
endovenosa,Intravenous
intravenosa,Intravenous
local,Local
obstétrica,obstetric
rectal,Rectal
bloqueo,Block
anestesiología,Anaesthesia
anestésico,Anesthetist
disociativos,dissociative
locales,Local
anestro,Anestrus
tritioanetol,Trithioanethol
anetoltrition,Trithioanethol
anetol,Anethol
tritiona,Trithioanethol
aneuploidía,Aneuploid
aneuploidia,Aneuploid
aneurisma,Aneurysm
disección,Dissection
arterial,Arterial
infectado,infect
infeccioso,INFECT
aneurismorrafia,Aneurysmorrhaphy
(procedimiento),Aneurysmorrhaphy
ira,Bilis
enojo,Mad
angiectasia,Angiectasis
hemangiectasia,Angiectasis
angor,Angina
angina,Angina
variante,Variant
prinzmetal,Variant
inestable,Unsteady
angiocardiograma,ANGIOCARDIOGR
angiocardiografía,Angiocardiogram
angiograma,Angiogram
estrías,Stria
angioides,Knapp
angioqueratoma,Angiokeratoma
deficiencia,Deficit
fabry,FD
hemangioma,Angioma
epitelioide,ALHE
cutáneo,Cutaneous
dermatofibroma,histiocytoma
angiomatosis,Angiomatosis
angioedema,Quincke
angioplastia,Cryoplasty
balón,Balloon
angiorrafia,Angiorrhaphy
angiotensinamida,Angiotensinamide
ieca,ACE INHIB
angiotonasa,Angiotonase
angiotensinasa,Angiotonase
serpina8,SERPINA8
renina-sustrato,SERPINA8
angiotensinógeno,SERPINA8
angiotensinas,Angiotensin
angola,Angola
anguila,Anguilla
anguilla,Eel
anidrosis,anidrosis
anhidrosis,anidrosis
anilidas,anilide
anilina,aniline
fenilamina,Anilines
bencenamina,aniline
anilinas,Anilines
fenilaminas,Anilines
mostaza,Mustard
naftalenosulfonatos,Naphthalenesulfonates
animal,Animal
bites,Animal
mordedura,Bite
comunicación,Fenestration
experimentación,Animal
alimentación,Feed
alimento,Food
animales,Animal
alimentos,Animal
ganadería,Animal Husbandry
creación,Animal
ganado,Livestock
derechos,animal
estructuras,Pattern
vertebrados,Vertebrate
bienestar,Animal
laboratorio,Lab
neonatos,Newborn
recién,Newborn
nacidos,Newborn
ponzoñosos,ANIMALS
lactantes,Suckling
transgénicos,Transgenic
salvaje,Wildlife
salvajes,Wildlife
zoológico,Zoo
anion,Anion
anión,anion
aniones,anion
aniridia,anirida
anisakis,Anisaki
"anisakis,",Anisaki
aniseiconia,Aniseikonia
aniseiconía,Aniseikonia
anisocoria,Anisocoria
anisoles,Anisoles
éteres,Ether
metilfenilo,Anisoles
anisometropía,Anisometropia
anisomicina,Anisomycin
tarso,Tarsus
tobillo,Hock
talocrural,Ankle
anquilosis,Ankylosis
annelida,Annelid
anélidos,Annelid
reacción,Reaction
aniversario,Anniversary
surcos,Annular
anulares,Annular
anodo,Anode
materiales,material
anódicos,Anode
prurito,Scabies
anogenital,anogenital;
anomia,Anomia
(social),Anomy
anónimo,Anonym
seudónimos,Pseudonym
pseudónimos,Pseudonym
anopheles,Anopheles
anoftalmía,No eyeball
anoftalmos,No eyeball
anoplura,Lice
piojo,Lice
lechal,Lice
anorexia,Anorexia
anoréxico,Anorexic
nerviosa,Anorexia
anosmia,Anosmia
anovulación,Anovulation
anoxemia,Anoxemia
anoxia,Anoxia
encefalopatía,Encephalopathy
anóxica,ANOXIC
anserina,Anserine
metilcarnosina,Anserine
hormiga,Ant
formicidae,Ant
antiácido,Antacid
imidamina,Imidamine
antazolina,Imidamine
antílopes,Antelope
antilopinae,Antelope
antilocaprideos,Antelope
trombo,Clot
antemortem,Antemortem
mortem,Antemortem
cámara,Camera
anterior,Fore
tibial,Anterior
compartimental,Anterior
vermífugo,vermifuge
vermifugos,vermifuge
antihelmíntico,Anthelmintic
antocianina,anthocyanin
antocianinas,anthocyanin
antraceno,Anthracin
antracenos,Anthracenes
antracosilicosis,Anthracosilicosis
antracosis,Melanedema
melanedema,Melanedema
ditranol,Ditranol
antramicina,Antramycin
antranilato,Anthranilate
fosforribosiltransferasa,Phosphoribosyltransferase
fosforribosilantranilato,Anthranilate
antranoide,anthranoid
antraquinona,SAQ
antraquinonas,anthranoid
bacera,Anthrax
carbunco,Anthrax
ántrax,carbuncle
pústula,pimple
maligna,Skin
haplorhini,Haplorhini
haplorrinos,Haplorhini
antropoides,Haplorhini
antropólogo,Anthropologist
(ocupación),Anthropologist
antropología,ANTHROPOL
social,social
cultural,social
física,Physic
antropometría,Anthropometry
antroposofía,Anthroposophy
antroposófica,Anthroposophy
antirreumático,Antirheumatic
antirreumáticos,Antirheumatic
anti-reumático,Antirheumatic
antiarrítmico,antiarrhythmia
antiarrítmicos,antiarrhythmia
antiinfecciosos,Antiinfective
antiséptico,Antiseptic
antisépticos,Antiseptic
urinario,anti
urinarios,anti
antinflamatorio,ANTIINFLAMM
aine,NSAID
antiulcerosos,Antacid
fármacos,Antacid
antibiosis,Antibiosis
antagonismo,Antibiosis
microbiano,Antibiosis
aurodox,Aurodox
goldinodox,Aurodox
antibiótico,Antibiotic
antibacteriano,Antibacterial
antraciclina,anthracycline
antifúngico,Antifungal
antimicótico,Fungicide
antineoplásico,Cancer Drug
antibióticos,Antitumor
antineoplásicos,Cancer Drug
antituberculosos,antitubercular
"antituberculoso,",Antibiotics
antituberculoso,Antibiotics
macrólido,macrolide
macrólidos,macrolide
anticuerpo,Ab
anticuerpos,Ab
antiidiotipos,antiglobulin
anti-idiotipo,antiglobulin
fan,ANA
antinuclear,ANA
antibacterias,Bacterial
contra,Against
bacteria,BACT
antihongos,Mold killer
helmintos,Worm
antihelmínticos,Helminth
xenoanticuerpos,Xenoantibodies
heteroanticuerpos,Xenoantibodies
heterófilo,Heterophil
monoclonal,MAb
monoclonales,MAb
antitumor,ANTIBODIES
antitumores,ANTIBODIES
antineoplasias,ANTIBODIES
protozoos,Protozoa
antiprotozoarios,Protozoa
antiviral,Antiviral
antivírico,Antiviral
antivirus,Viral
avidad,Ab
diversidad,Antibody
respuesta,Antibody
formación,Antibody
producción,Antibody
especificidad,Specificity
ccad,ADCC
adcc,ADCC
anticestodos,Anticestodal Agents
anticolesterémicos,anticholesteremic
anticolesteromiantes,anticholesteremic
anticolesterolémicos,anticholesteremic
anticoagulante,ANTICOAG
terapia,TX
anticoagulantes,anticoagulation
anticodón,Anticodon
anticonvulsivo,Anticonvulsant
anticonvulsivos,Anticonvulsant
antidepresivo,antidepressant
tricíclico,Tricyclics
antidiarreico,antidiarrheal
antidiarreicos,antidiarrheal
